INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
60933417-a6e1-4e7a-8ffb-6f7cdbeb41f3	0.94	26630389	Given avBNST neurons send GABAergic projections to the PVN CRF neurons, activation of adBNST CRF-R1 might activate the HPA axis via disinhibition of the GABAergic input to the hypothalamus from the avBNST.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:HPSE))
e89f313b-9eed-4ca2-b597-2f2651e3d368	0.86	26630389	Here, acute activation of CRF-R1 increased plasma ACTH and CORT, while activation of CRF-R2 increased ACTH to a lesser extent than CRF-R1 activation and affected CORT in a stress dependent context, indicating differential regulation of the HPA axis by the two receptor subtypes.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CORT))
e89f313b-9eed-4ca2-b597-2f2651e3d368	0.86	26630389	Infusion of the CRF-R1 agonist significantly increased plasma CORT concentrations compared with basal levels (p < 0.01).	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CORT))
60933417-a6e1-4e7a-8ffb-6f7cdbeb41f3	0.94	26816522	Other candidates showing associations with plasticity include genes involved in HPA signaling such as the corticotropin releasing hormone receptor 1 gene (CRHR1) [XREF_BIBR], as well as the brain derived neurotrophic factor gene (BDNF) and the acetylcholine receptor gene, both of which regulate learning and neuronal growth [XREF_BIBR].	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:HPSE))
a9742560-e0fb-41f0-91a8-9aca4c42c1bb	0.95	26821211	Following exposure to chronic CORT, however, this same dose of CRHR1 antagonist abrogated the CORT mediated upregulation of CRH.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRH))
10f2c1b1-e311-4ab3-808a-d916500dd108	0.86	26821211	With respect to the PFC, these data present new findings demonstrating that AEA concentrations in the PFC are susceptible to CRHR1 dependent reductions, likely mediated by CRHR1 driven increases in FAAH enzymatic activity.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:FAAH))
9dd58ed9-99e4-4320-8113-053cc995b3a3	0.95	26831220	Furthermore, selective CRFR1 antagonist antalarmin or selective CRFR2 antagonist antisauvagine-30 partly decreased tachycardiac response to microinjecting CRF into the PH, while broad-spectrum CRF receptor antagonist astressin totally blocked the response (XREF_FIG), demonstrating that the tachycardiac response to CRF microinjected into the PH is mediated by activation of both CRFR1 and CRFR2.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:C1QL1))
9623d599-8fef-449a-bc0b-e42233ca66b2	0.86	26898829	In HEK 293 cells, PSD-95 overexpression inhibited CRFR1 endocytosis, whereas PSD-95 shRNA knockdown enhanced CRFR1 endocytosis.	reach	p(HGNC:DLG4)	directlyDecreases	act(p(HGNC:CRHR1))
9623d599-8fef-449a-bc0b-e42233ca66b2	0.86	26898829	In HEK 293 cells, PSD-95 overexpression inhibited CRFR1 endocytosis, whereas PSD-95 shRNA knockdown enhanced CRFR1 endocytosis.	reach	p(HGNC:DLG4)	directlyDecreases	act(p(HGNC:CRHR1))
10f2c1b1-e311-4ab3-808a-d916500dd108	0.86	26923505	Thus, FAAH inhibition may be even more effective in the context of both high CRHR1 and AEA signaling, as it may prevent the anxiogenic effects of CRH by blocking the ability of CRHR1 stimulated increases in FAAH to inhibit AEA.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:FAAH))
3fdf3521-dc4b-4841-9310-9fde2cd5df56	0.98	26968975	Also CRH or LPS, particularly CRH + LPS, stimulate TNF-alpha, IL-6, and NO release in cultured primary microglia via CRH activated CRHR1 signaling PKA.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:PKA))
d63e5e6c-63ec-4a50-b4cd-174ac3fa1a38	0.97	26968975	Also CRH or LPS, particularly CRH + LPS, stimulate TNF-alpha, IL-6, and NO release in cultured primary microglia via CRH activated CRHR1 signaling PKA.	reach	p(FPLX:PKA)	directlyIncreases	act(p(HGNC:CRHR1))
3fdf3521-dc4b-4841-9310-9fde2cd5df56	0.98	26968975	This depends on TLR4 initiated MAPKs and NF-kappaB and CRHR1 initiated cAMP and PKA signaling to activate AQP4 and eventually induce cytotoxic and vasogenic edema.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:PKA))
cdc782fd-312c-4d03-857f-94245a9ed144	0.95	27028781	Moreover, different CRF-R antagonists, such as alpha-helical CRF (9-41) and astressin-B (i.e. a nonselective CRF-R antagonist versus a selective CRF-R1 antagonist), have been used in these studies.	reach	p(HGNC:C1QL1)	directlyDecreases	act(p(HGNC:CRHR1))
f257504e-634d-4c85-8d68-8ca8dafc9022	0.95	27153520	Both light enhanced and CRF enhanced startle, but not fear potentiated startle to short duration cues, are blocked by non selective CRF antagonism in the BNST and selective CRFr1 antagonism peripherally.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:C1QL1))
cdc782fd-312c-4d03-857f-94245a9ed144	0.95	27211900	Arc-CRFR1 neurons are innervated by CRF neurons in the hypothalamic paraventricular nucleus, and CRF application decreases AgRP + CRFR1 + neurons ' excitability.	reach	p(HGNC:C1QL1)	directlyDecreases	act(p(HGNC:CRHR1))
4627f5ec-85ca-44b7-836e-7439de1d8df7	0.92	27211900	CRFR1 Signaling in AgRP Neurons Regulates Heat Production.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:AGRP))
60933417-a6e1-4e7a-8ffb-6f7cdbeb41f3	0.94	27211900	In addition, we confirmed that pituitary Crfr1 expression level and both basal and stress induced hypothalamic-pituitary-adrenal (HPA) axis function was intact in AgRPDeltaCRFR1 mice (XREF_SUPPLEMENTARY B and S3C).	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:HPSE))
4627f5ec-85ca-44b7-836e-7439de1d8df7	0.92	27211900	This suggests that despite projecting to brain regions associated with the orexigenic action of AgRP, CRFR1 signaling in AgRP + CRFR1 + neurons does not modulate feeding directly.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:AGRP))
4627f5ec-85ca-44b7-836e-7439de1d8df7	0.92	27211900	To determine the significance of CRFR1 signaling in AgRP neurons in regulating energy homeostasis, we generated mice lacking CRFR1 specifically in AgRP neurons (AgRPDeltaCRFR1; XREF_FIG A).	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:AGRP))
414dda3f-2ace-4319-b808-451296da7d88	0.95	27220856	CRH-R1 expression in adenomatous specimens was modulated by CRH itself, with a median twofold increase.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR1)
9ce74579-2a04-491f-a4b8-4d71fefdb379	0.94	27374820	In cultured pituitary cells, CRF-BP attenuates CRF-R1 activity, suggesting an inhibitory role for CRF-BP.	reach	p(HGNC:CRHBP)	directlyDecreases	act(p(HGNC:CRHR1))
9ce74579-2a04-491f-a4b8-4d71fefdb379	0.94	27374820	The observed decrease in CRF-BP mRNA expression could lead to increased free CRF available to bind to and activate CRF-R1 receptors in the mPFC, which may contribute to excessive binge like ethanol consumption.	reach	p(HGNC:CRHBP)	directlyDecreases	act(p(HGNC:CRHR1))
14e39c99-8a80-4a05-80d4-9b78eca715e5	0.95	27402953	Although there is no doubt that CRHR1 activates G protein responsive tmACs at the plasma membrane, our data support a critical contribution of G protein independent sAC to the cAMP response to CRH that is linked to ERK1/2 activation in cellular contexts of CRHR1 signaling.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:"G_protein"))
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	27402953	CRH-activated CRHR1 has been shown to trigger an increase in calcium in several cellular contexts ( xref ; xref ; xref ).	sparser	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	27402953	Our work in the hippocampal neuronal context, HT22 cells, also indicates that CRH-activated CRHR1 continues to generate cAMP from endocytic compartments, as recently demonstrated for several GPCRs ( xref ; xref ).	sparser	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
3d519729-e651-472e-a4a8-001df9a58230	0.98	27402953	We have previously described that in a hippocampal neuronal context, CRHR1 mediated ERK1/2 activation triggered by CRH is biphasic, with an early phase peaking at 3-6 min that is dependent on B-Raf and protein kinase A (PKA) and a late phase of sustained ERK1/2 phosphorylation (20-60 min) dependent on CRHR1 internalization and beta-arrestin2.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:ERK))
c17cf0f8-9c7a-4b61-97a9-72085c3d0999	0.95	27402953	beta-Arrestins and CRHR1 internalization contribute to ERK1/2 activation in response to CRH, suggesting sustained CRHR1 signaling in endosomes.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRH))
3d519729-e651-472e-a4a8-001df9a58230	0.98	27402955	In a previous work, these authors showed that Erk activation by corticotropin releasing hormone receptor 1 (CRHR1) signaling is biphasic, with an early response originating from the PM and a late response that is endocytosis dependent.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:ERK))
dd97a925-948d-40c0-a7f7-67b8a5cfc09a	0.95	27524410	It is well established that CRF and UCN1 enhance expression of POMC trough CRFR1 receptor mediated activation of adenylate cyclase.	reach	p(HGNC:C1QL1)	directlyIncreases	p(HGNC:CRHR1)
979b9b91-66db-4b66-8d63-eccacbaa97a4	0.88	27524410	It is well established that CRF and UCN1 enhance expression of POMC trough CRFR1 receptor-mediated activation of adenylate cyclase ( xref ).	sparser	p(HGNC:POMC)	directlyIncreases	act(p(HGNC:CRHR1))
76fd3eaf-f477-459a-a09a-b94f72211e42	0.92	27567117	Indeed, PAE reduced CRHR1 expression in the medial amygdala of adult males and females, reduced CRHR1 expression in the basolateral amygdala of adult females, and reduced CRHR1 expression in the anterior cingulate and prelimbic cortices of adult males.	reach	p(PFAM:PF03283)	directlyDecreases	p(HGNC:CRHR1)
76fd3eaf-f477-459a-a09a-b94f72211e42	0.92	27567117	Moreover, PAE reduced CRHR1 mRNA expression in the basolateral amygdala compared to control females independent of CMS exposure [main effect of prenatal treatment for basolateral amygdala (F (1,27) = 4.51, p = 0.043)].	reach	p(PFAM:PF03283)	directlyDecreases	p(HGNC:CRHR1)
76fd3eaf-f477-459a-a09a-b94f72211e42	0.92	27567117	The present findings support and extend our previous work indicating that PAE reduces CRHR1 mRNA expression in the pituitary, now demonstrating that PAE alters the central CRH system.	reach	p(PFAM:PF03283)	directlyDecreases	p(HGNC:CRHR1)
9ce74579-2a04-491f-a4b8-4d71fefdb379	0.94	27641503	In males, the reduced production of CRH allows CRHBP released from OxtrINs to block activation of CRHR1 in layer 2/3 pyramidal cells, thus modulating anxiety related behaviors.	reach	p(HGNC:CRHBP)	directlyDecreases	act(p(HGNC:CRHR1))
5e2d2999-be35-47e5-94df-4277338a711f	0.99	27818644	Notably, the preferential, but non selective, activation of CRFR1 by CRF itself, whether icv or in different brain regions, produces inconsistent outcomes in alcohol drinking [e.g., Ref.]	reach	p(HGNC:C1QL1)	directlyIncreases	act(p(HGNC:CRHR1))
5e2d2999-be35-47e5-94df-4277338a711f	0.99	27845775	Consistent with the previous characterization of CRHBP-/- mice, XREF_BIBR, XREF_BIBR, XREF_BIBR, XREF_BIBR our results indicated that, in the absence of the CRFBP, higher levels of unbound CRF increase CRFR activation, leading to increased ethanol consumption in the CRHBP-/- mice.	reach	p(HGNC:C1QL1)	directlyIncreases	act(p(HGNC:CRHR1))
9dd58ed9-99e4-4320-8113-053cc995b3a3	0.95	27845775	Consistent with the previous characterization of CRHBP-/- mice, XREF_BIBR, XREF_BIBR, XREF_BIBR, XREF_BIBR our results indicated that, in the absence of the CRFBP, higher levels of unbound CRF increase CRFR activation, leading to increased ethanol consumption in the CRHBP-/- mice.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:C1QL1))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	28017470	CRFR1 receptor signaling in the CeA is critical for learning about weak threats.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	28017470	These findings demonstrate that CRFR1 signaling in the CeA is a potent modulator of excitatory transmission from the LA, an important circuit connection implicated in both fear acquisition and expression.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	28017470	We further show that CRF potently enhances glutamatergic synaptic transmission onto CRFR1 neurons and CRFR1 signaling in the CeA is critical for discriminative fear.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	28017470	We further show that excitability of genetically isolated CRF-receptive (CRFR1) neurons in the CeA is potently enhanced by CRF and that CRFR1 signaling in the CeA is critical for discriminative fear.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
5a7f93c2-3444-44d4-ae9a-9ad030783a43	0.92	28109061	We subsequently demonstrated that UCN1 reduced endometrial cancer migration via CRFR2, as suppression of migration was completely eliminated by the addition of the CRFR2 antagonist whereas the addition of the CRFR1 antagonist did not reverse UCN1 induced suppression of migration.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:UCN))
952aa7f9-1e37-4840-bfd5-8ed7d8600113	0.92	28469557	MS has been observed to significantly increase CRHR1 protein levels in response to acute stress, compared to non MS controls.	reach	p(HGNC:MTR)	directlyIncreases	p(HGNC:CRHR1)
952aa7f9-1e37-4840-bfd5-8ed7d8600113	0.92	28469557	MS was found to increase CRHR1 mRNA expression in the MeA during infancy, and decrease CRHR1 and CRHR2 mRNA levels in the CeA.	reach	p(HGNC:MTR)	directlyIncreases	p(HGNC:CRHR1)
cab6b6c5-9868-426e-9167-b0cd0e351ee6	0.86	28492284	Activation of CRHR2 inhibits CRHR1 induced intestinal inflammation, as well as endogenous and inflammatory angiogenesis XREF_BIBR.	reach	p(HGNC:CRHR2)	directlyDecreases	act(p(HGNC:CRHR1))
45612fd6-507a-4ac0-8993-3fe966668a99	0.86	28492284	CRHR1 restored MS induced microbiome changes.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:MTR))
b7a016ed-0a17-4dda-8172-ca8df264669b	0.95	28492284	To elucidate the roles of CRHR1 and CRHR2 in MS induced gut injury, we administered : i) Astressin, a non specific CRHR antagonist of both CRHR1 and CRHR2, ii) Antalarmin, a CRHR1 antagonist, or iii) Astressin-2beta, a CRHR2 antagonist prior to MS on each day from postnatal day 5 to 9 (XREF_FIG).	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRHR2))
0a605dbf-88c5-4a68-90e5-c66431d1d055	0.92	28512295	Corticotropin releasing hormone receptor 1 (CRHR1) activates the atypical soluble adenylyl cyclase (sAC) in addition to transmembrane adenylyl cyclases (tmACs).	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(PFAM:PF04199))
3d519729-e651-472e-a4a8-001df9a58230	0.98	28512295	In presence of two different MEK1/2 inhibitors, U0126 and PD98059, CRHR1 mediated ERK1/2 activation was completely abolished while no differences were observed in CREB activation when cells were stimulated with CRH or UCN1.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:ERK))
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	28512295	We have previously determined that CRH stimulation of CRHR1 leads to a rapid and sustained increase of intracellular cAMP levels using the HT22-CRHR1 cell line as a neuronal hippocampal model 9.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
952aa7f9-1e37-4840-bfd5-8ed7d8600113	0.92	28611665	(2) Neonatal MS increases the expression of TLR4 mRNA, CRF protein and mRNA, CRFR1 protein, TNF-alpha protein, and IL-1beta protein in Tlr4 +/+ mice.	reach	p(HGNC:MTR)	directlyIncreases	p(HGNC:CRHR1)
e48394bf-81d6-4b17-8440-dff6779f8da4	0.95	28626787	Further, CRH pre-administration into the prefrontal cortex enhances 5-HT 2 receptor agonist evoked anxiety like behaviors likely through a CRHR1 induced sensitization of 5-HT 2 receptor signaling, indicating an interaction between 5-HT 2 receptors, CRH and CRHR1.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:HTR2A))
f2af5c7f-6cb5-4fd3-942f-ac5f31681e44	0.99	28633663	In terms of specificity towards CRHR1 and 2, i) CRH has specificity for the CRHR1, ii) urocortin 1 can activate both CRHR1 and CRHR2, and iii) urocortin 2 and 3 are unique in that they show specificity for CRHR2 and do not appear to have affinity for CRHR1 at physiologic concentrations [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:UCN)	directlyIncreases	act(p(HGNC:CRHR1))
dbc9f4cb-9f8f-41ba-bdc2-d56f62fc6f16	0.94	28761205	26 CRH binds to corticotropin releasing hormone receptor-1 (CRHR1) and stimulates the transcription of the proopiomelanocortin (POMC) gene and the expression of adrenocorticotropic hormone as well as beta-endorphin.	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	act(p(HGNC:POMC))
ea058507-c5e9-475c-8aff-0a76e8744f26	0.92	28761205	26 CRH binds to corticotropin releasing hormone receptor-1 (CRHR1) and stimulates the transcription of the proopiomelanocortin (POMC) gene and the expression of adrenocorticotropic hormone as well as beta-endorphin.	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	p(HGNC:POMC)
ea058507-c5e9-475c-8aff-0a76e8744f26	0.92	28761205	26 CRH binds to corticotropin releasing hormone receptor-1 (CRHR1) and stimulates the transcription of the proopiomelanocortin (POMC) gene and the expression of adrenocorticotropic hormone as well as beta-endorphin.	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	p(HGNC:POMC)
e075b3cb-d141-4d8e-b914-75eab64e9beb	0.92	28879214	Downregulation of CRHR1 in the pituitary may decrease the release of ACTH and hence, may have an important function on regulation of the HPA axis in chickens.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:POMC))
a9742560-e0fb-41f0-91a8-9aca4c42c1bb	0.95	29021740	Also, there were significant reduction in the hypothalamus CRH and CRHR1 mRNA expression in the EA group compared with the hepatectomy group at 4 h (p < 0.05) and 1 day (p < 0.05) after surgery.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRH))
dbc9f4cb-9f8f-41ba-bdc2-d56f62fc6f16	0.94	29035323	CRH binding to CRFR1 leads to the synthesis of adrenocorticotropic hormone (ACTH) from pre-pro-opiomelanocortin (pre-POMC) and induces ACTH secretion into the systemic circulation (XREF_FIG).	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	act(p(HGNC:POMC))
dbc9f4cb-9f8f-41ba-bdc2-d56f62fc6f16	0.94	29035323	CRH binding to CRFR1 leads to the synthesis of adrenocorticotropic hormone (ACTH) from pre-pro-opiomelanocortin (pre-POMC) and induces ACTH secretion into the systemic circulation (XREF_FIG).	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	act(p(HGNC:POMC))
9ce74579-2a04-491f-a4b8-4d71fefdb379	0.94	29066956	Strikingly, inhibition of CRH-BP with CRH 6-33 (a peptide that does not activate CRH receptors), both alone and in the presence of CRH, significantly increased pyramidal cell activity in the male mPFC, suggesting that CRH-BP normally inhibits CRH-R1 activation on layer II/III pyramidal neurons.	reach	p(HGNC:CRHBP)	directlyDecreases	act(p(HGNC:CRHR1))
15226d87-1eff-4720-9487-0fac33acf616	0.86	29069262	In the affected poodle, the increased ACTH stimulation and secretion caused by the increased affinity of the mutant CRHR1 for CRH might have taken several years to promote corticotroph hyperplasia.	reach	p(HGNC:CRHR1, var("p.?"))	directlyIncreases	act(p(HGNC:POMC))
15226d87-1eff-4720-9487-0fac33acf616	0.86	29069262	In vitro functional studies showed that mutant CRHR1 induced higher ACTH secretion than the wild type after stimulation with human CRH.	reach	p(HGNC:CRHR1, var("p.?"))	directlyIncreases	act(p(HGNC:POMC))
dbc9f4cb-9f8f-41ba-bdc2-d56f62fc6f16	0.94	29069262	The secretion of ACTH is mainly controlled by corticotropin releasing hormone (CRH), which binds to its receptor CRHR1 and activates the transcription of proopiomelanocortin (POMC) to release ACTH.	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	act(p(HGNC:POMC))
ea058507-c5e9-475c-8aff-0a76e8744f26	0.92	29069262	The secretion of ACTH is mainly controlled by corticotropin releasing hormone (CRH), which binds to its receptor CRHR1 and activates the transcription of proopiomelanocortin (POMC) to release ACTH.	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	p(HGNC:POMC)
e0c9b607-3141-4728-bcf1-3c56536f2a27	0.92	29115460	Based on the results, CRF-R1 activation increased the expression levels of TNF-alpha and IL-6 in the colon samples of the DSS treated mice.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:IL6)
44f01772-6aef-43f6-8fb1-1eb5194d6d27	0.92	29115460	Based on the results, CRF-R1 activation increased the expression levels of TNF-alpha and IL-6 in the colon samples of the DSS treated mice.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:TNF)
e0c9b607-3141-4728-bcf1-3c56536f2a27	0.92	29115460	By contrast, inhibition of CRF-R1 by CP154526 decreased the expression levels of TNF-alpha and IL-6 in the colon tissues from the DSS treated mice compared with that from the controls, accompanied by a decrease in NF-kappaB phosphorylation and macrophage infiltration in the colon.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:IL6)
44f01772-6aef-43f6-8fb1-1eb5194d6d27	0.92	29115460	By contrast, inhibition of CRF-R1 by CP154526 decreased the expression levels of TNF-alpha and IL-6 in the colon tissues from the DSS treated mice compared with that from the controls, accompanied by a decrease in NF-kappaB phosphorylation and macrophage infiltration in the colon.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:TNF)
39e27285-c551-468f-8516-956957c502ea	0.86	29115460	CRF-R1 activation suppressed TNF-alpha release from lipopolysaccharide (LPS)-treated macrophages and inducible nitric oxide synthase from endothelial cells.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:TNF))
e0c9b607-3141-4728-bcf1-3c56536f2a27	0.92	29115460	Inhibition of CRF-R1 decreased the expression level of CRF-R1, macrophage infiltration, NF-kappaB activation, and TNF-alpha and IL-6 expression levels, ultimately alleviating the mucosal inflammation.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:IL6)
44f01772-6aef-43f6-8fb1-1eb5194d6d27	0.92	29115460	Inhibition of CRF-R1 decreased the expression level of CRF-R1, macrophage infiltration, NF-kappaB activation, and TNF-alpha and IL-6 expression levels, ultimately alleviating the mucosal inflammation.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:TNF)
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	29180955	CRHR1 has been shown to mediate the CRH induced firing rate of ventral tegmental area (VTA) DA neurons, and CRHR1 antagonism has been shown to inhibit striatal DA release In addition, the activation of CRHR1 by CRH results in an increase in DA release in the nucleus accumbens, and midbrain CRHR1 blockade has been demonstrated to reduce cocaine induced DA release into the Acb.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
c17cf0f8-9c7a-4b61-97a9-72085c3d0999	0.95	29317694	Moreover, the increase of CRHR expression in or around B cell follicles after immunization raises the question of the function of CRH in B cell maturation and selection during immune responses.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRH))
5cf5daf0-374b-4013-80a2-5c8487749f10	0.95	29477300	However, contrary to our prediction a single acute ICV infusion, as well as intra-MPOA retrodialysis, of a CRFR1 agonist increased oxytocin release in the MPOA under non stress conditions.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:OXT))
5cf5daf0-374b-4013-80a2-5c8487749f10	0.95	29477300	In addition, activation of CRFR1, either centrally or locally in the MPOA, increased local oxytocin release.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:OXT))
5cf5daf0-374b-4013-80a2-5c8487749f10	0.95	29477300	Thus, oxytocin release might be triggered by CRFR1 activation in the MPOA as a rescuing mechanism to minimize a reduction in maternal behavior and help provide stable levels of care for the offspring.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:OXT))
5e2d2999-be35-47e5-94df-4277338a711f	0.99	29497387	CRHR1 SNPs predicted greater future drinking in relation to recent stress history, implicating CRF 1 systems in stress induced drinking, consistent with observations in msP rats, C57BL/6J mice and Crhr1 knockout mice.	reach	p(HGNC:C1QL1)	directlyIncreases	act(p(HGNC:CRHR1))
faf1a539-55df-4eed-b5ba-bfed4aa957b4	0.86	29497387	The two previously described G-to-A SNPs were confirmed in the Crhr1 promoter of msP rats, but were not found to be common markers of high alcohol intake, as they were not observed in other alcohol preferring strains selectively bred from Wistar stock (P, Scr : sP).	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:MST1))
faf1a539-55df-4eed-b5ba-bfed4aa957b4	0.86	29497387	Two related polymorphisms were observed in which both loci on a given chromosome were either mutant variant (A) or wild-type (G) alleles within the distal Crhr1 promoter of 17/25 msP rats (68%), as compared to 0/23 Indiana P rats, 0/20 Sardinian alcohol preferring rats bred at Scripps (Scr : sP) and 0/21 outbred Wistar rats.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:MST1))
5cf5daf0-374b-4013-80a2-5c8487749f10	0.95	29618970	Although application of CRF alone did not have any effect immediately after the drug infusion (30 min, P> 0.05 in comparison to ACSF treated rats), it induced a delayed significant increase in OT content in BNST dl microdialysate at 90 min in comparison to the control (ACSF) group (P < 0.001), which was significantly reduced by infusion of As2B (P < 0.01), but not CRFR1 antagonist (P> 0.05).	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:OXT))
5cf5daf0-374b-4013-80a2-5c8487749f10	0.95	29618970	In order to determine whether the effects of CRFR modulation of OT release are specific to the BNST dl, microdialysis samples from rats with off-target cannula placements should also have been analyzed in RIA.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:OXT))
f2af5c7f-6cb5-4fd3-942f-ac5f31681e44	0.99	29618970	The effects of CRF-peptide family members are mediated by two receptors : CRFR1 and CRFR2, which can be activated by the endogenous peptides, Urocortin (Ucn) 1, 2, and 3 as well as CRF.	reach	p(HGNC:UCN)	directlyIncreases	act(p(HGNC:CRHR1))
006dce48-85ee-422c-840e-bf0391c1cc21	0.95	8536643	CRF decreased CRF-R1 mRNA levels in a time- and concentration dependent manner.	reach	p(HGNC:C1QL1)	directlyDecreases	p(HGNC:CRHR1)
006dce48-85ee-422c-840e-bf0391c1cc21	0.95	8536643	Treatment with a maximal (100 nM) dose of AVP or a submaximal (0.1 nM) dose of CRF for 3 h reduced CRF-R1 mRNA levels to 66 +/- 3% and 53 +/- 6% of the control value, respectively.	reach	p(HGNC:C1QL1)	directlyDecreases	p(HGNC:CRHR1)
dd97a925-948d-40c0-a7f7-67b8a5cfc09a	0.95	8735970	To determine whether glucocorticoids or CRF peptide modulate CRF-R1 gene expression, CRF-R1 mRNA levels in rat pituitary and brain were measured after administration of a synthetic glucocorticoid, dexamethasone (DEX) or rat and human CRF (r/hCRF), using a sensitive solution hybridization RNase protection assay.	reach	p(HGNC:C1QL1)	directlyIncreases	p(HGNC:CRHR1)
006dce48-85ee-422c-840e-bf0391c1cc21	0.95	9100600	Dose dependency of the stimulatory effect of CRF was also demonstrated in hCA cells, whereas CRF down-regulated CRF-R1 mRNA levels in rat anterior pituitary (AP) cells.	reach	p(HGNC:C1QL1)	directlyDecreases	p(HGNC:CRHR1)
dd97a925-948d-40c0-a7f7-67b8a5cfc09a	0.95	9100600	The CRF-R1 mRNA level was up-regulated by CRF itself in cultured hCA cells, in contrast to the down-regulation in rat AP cells.	reach	p(HGNC:C1QL1)	directlyIncreases	p(HGNC:CRHR1)
